id	name	description	category	difficulty	muscle_groups	equipment	instructions	estimated_duration	calories	image_url	video_url	created_at	updated_at
69552c80-34ba-46e8-8b60-d5effe4059f0	Dumbbell Bench Press	Ejercicio de fortalecimiento muscular enfocado en pecho.	strength	intermediate	{Pecho}	{Mancuernas}	"{""Acuéstate en un banco plano con una mancuerna en cada mano descansando en la parte superior de tus muslos"",""Las palmas de tus manos estarán enfrentadas entre sí"",""Luego, usando tus muslos para ayudar a levantar las mancuernas, levanta las mancuernas una a la vez para que puedas sostenerlas frente a ti al ancho de los hombros"",""Una vez al ancho de los hombros, rota tus muñecas hacia adelante para que las palmas de tus manos estén mirando hacia afuera"",""Las mancuernas deben estar justo a los lados de tu pecho, con tu brazo superior y antebrazo creando un ángulo de 90 grados"",""Asegúrate de mantener el control total de las mancuernas en todo momento""}"	15	50			2025-07-27 14:21:46.808456+00	2025-07-27 14:37:09.252154+00
774e5392-a883-4878-b1f2-196ee884f8a2	Hammer Curls	Ejercicio de fortalecimiento muscular enfocado en bíceps.	strength	beginner	{Bíceps}	{Mancuernas}	"{""Ponte de pie con tu torso erguido y una mancuerna en cada mano a la longitud de los brazos"",""Los codos deben estar cerca del torso"",""Las palmas de las manos deben estar mirando hacia tu torso"",""Esta será tu posición inicial"",""Ahora, manteniendo tu brazo superior inmóvil, exhala y flexiona el peso hacia adelante mientras contraes los bíceps"",""Continúa levantando el peso hasta que los bíceps estén completamente contraídos y la mancuerna esté a la altura del hombro""}"	15	40			2025-07-27 14:25:18.069451+00	2025-07-27 14:39:44.051692+00
fff866b9-2aa6-4a86-afb0-b32e4a5713dc	Romanian Deadlift With Dumbbells	Ejercicio de fortalecimiento muscular enfocado en isquiotibiales.	strength	intermediate	{Isquiotibiales}	{Mancuernas}	"{""Comienza en una posición de pie con una mancuerna en cada mano"",""Tus pies deben estar aproximadamente a la anchura de las caderas"",""Mantén las mancuernas cerca de tu cuerpo"",""Manteniendo el arco natural de tu espalda, comienza el movimiento moviendo las caderas hacia atrás"",""Continúa moviendo las caderas hacia atrás mientras las mancuernas se deslizan por tus piernas"",""Continúa hasta que sientas un estiramiento adecuado en los isquiotibiales, y luego invierte el movimiento empujando las caderas hacia adelante""}"	15	50			2025-07-27 14:27:47.259561+00	2025-07-27 14:45:59.080617+00
674a8dc4-115b-40e0-9d89-1b9cd4926cfd	Kettlebell Swings	Ejercicio de entrenamiento funcional enfocado en glúteos.	functional	intermediate	{Glúteos}	"{""Pesas rusas""}"	"{""Coloca una pesa rusa a un par de metros frente a ti"",""Párate con los pies ligeramente más separados que la anchura de los hombros y dobla las rodillas en una sentadilla parcial"",""Con la espalda recta, inclínate hacia adelante en la cadera y agarra la pesa rusa por las asas con ambas manos"",""En un movimiento, salta ligeramente hacia atrás mientras tiras de la pesa rusa hacia tu pecho, permitiendo que la pesa rusa se voltee sobre tus antebrazos""}"	15	60			2025-07-27 14:29:21.97922+00	2025-07-27 14:47:32.364224+00
12d2918b-1ca7-4b9c-b667-2417c9ef4412	Extensión de Tríceps por Encima de la Cabeza	Ejercicio de fortalecimiento muscular enfocado en tríceps.	strength	intermediate	{Tríceps}	{Mancuernas}	"{""Para llegar a la posición inicial, siéntate en un banco con soporte para la espalda y agarra una mancuerna con ambas manos y sostenla sobre tu cabeza a la longitud del brazo"",""Consejo: La resistencia debe descansar en las palmas de tus manos con los pulgares alrededor"",""Las palmas de las manos deben estar mirando hacia arriba hacia el techo"",""Esta será tu posición inicial"",""Baja lentamente la resistencia en un movimiento semicircular detrás de tu cabeza hasta que tus antebrazos toquen tus bíceps"",""Consejo: Los brazos superiores deben permanecer inmóviles y solo los antebrazos deben moverse""}"	15	50			2025-07-27 14:26:04.755052+00	2025-08-14 18:34:39.244952+00
39194a85-d8e2-4138-bb66-3fc95a8191ed	Press Inclinado con Mancuernas	Ejercicio de fortalecimiento muscular enfocado en pecho.	strength	intermediate	{Pecho}	{Mancuernas}	"{""Acuéstate en un banco inclinado con una mancuerna en cada mano encima de tus muslos"",""Tus palmas estarán mirándose entre sí"",""Luego, usando tus muslos para ayudar a levantar las mancuernas, levanta las mancuernas una a la vez para que puedas sostenerlas frente a ti al ancho de los hombros"",""Una vez al ancho de los hombros, rota tus muñecas hacia adelante para que las palmas de tus manos miren hacia afuera""}"	15	50			2025-07-27 14:22:07.946164+00	2025-08-14 18:37:40.606119+00
40bb5acd-c248-43ec-b13b-6860e7a29f1d	Press Inclinado con Mancuernas en Banco	Ejercicio de fortalecimiento muscular enfocado en pecho.	strength	intermediate	{Pecho}	{Mancuernas}	"{""Acuéstate en un banco inclinado con una mancuerna en cada mano encima de tus muslos"",""Las palmas de tus manos estarán mirándose entre sí"",""Luego, usando tus muslos para ayudar a empujar las mancuernas hacia arriba, levanta las mancuernas una a la vez para que puedas sostenerlas al ancho de los hombros"",""Una vez que tengas las mancuernas levantadas al ancho de los hombros, rota tus muñecas hacia adelante para que las palmas de tus manos miren hacia afuera"",""Esta será tu posición inicial"",""Asegúrate de mantener el control total de las mancuernas en todo momento""}"	15	50			2025-07-27 14:24:45.259305+00	2025-08-14 18:37:54.51361+00
6c3aa817-b1ce-41e2-9e9a-bc878588da50	Curl de Martillo Inclinado	Ejercicio de fortalecimiento muscular enfocado en bíceps.	strength	beginner	{Bíceps}	{Mancuernas}	"{""Siéntate en un banco inclinado con una mancuerna en cada mano"",""Debes estar presionado firmemente contra la espalda con los pies juntos"",""Permite que las mancuernas cuelguen directamente hacia abajo a tu lado, sosteniéndolas con un agarre neutro"",""Esta será tu posición inicial"",""Inicia el movimiento flexionando en el codo, intentando mantener el brazo superior inmóvil"",""Continúa hasta la parte superior del movimiento y haz una pausa, luego regresa lentamente a la posición inicial""}"	15	40			2025-07-27 14:25:18.069451+00	2025-08-14 18:39:50.512692+00
dd58ccb7-01df-4e3b-8281-0b04984d7b12	Curl Zottman	Ejercicio de fortalecimiento muscular enfocado en bíceps.	strength	intermediate	{Bíceps}	{Mancuernas}	"{""Ponte de pie con el torso erguido y una mancuerna en cada mano sostenida a la longitud de los brazos"",""Los codos deben estar cerca del torso"",""Asegúrate de que las palmas de tus manos estén mirándose entre sí"",""Esta será tu posición inicial"",""Flexiona los pesos mientras contraes los bíceps mientras exhalas"",""Solo los antebrazos deben moverse"",""Continúa el movimiento hasta que tus bíceps estén completamente contraídos y las mancuernas estén a la altura del hombro""}"	15	50			2025-07-27 14:25:18.069451+00	2025-08-14 18:42:42.543933+00
dd100030-5b95-4581-a576-c409b821afd6	Barbell glute bridge	Ejercicio de fortalecimiento muscular enfocado en glúteos.	strength	beginner	{Glúteos}	{Barra}	"{""Comienza sentado en el suelo con un banco directamente detrás de ti"",""Ten una barra cargada sobre tus piernas"",""Usar una barra gruesa o tener una almohadilla en la barra puede reducir enormemente la incomodidad causada por este ejercicio"",""Rueda la barra para que esté directamente sobre tus caderas, y apóyate contra el banco para que tus omóplatos estén cerca de la parte superior"",""Comienza el movimiento empujando a través de tus pies, extendiendo tus caderas verticalmente a través de la barra"",""Tu peso debe estar apoyado por tus omóplatos y tus pies"",""Extiende lo más posible, luego invierte el movimiento para volver a la posición inicial""}"	15	40			2025-07-27 14:27:06.277631+00	2025-07-27 14:46:24.652933+00
6962d39c-bd7c-4ce4-832c-4ad093f76567	Barbell Hip Thrust	Ejercicio de fortalecimiento muscular enfocado en glúteos.	strength	beginner	{Glúteos}	{Barra}	"{""Comienza sentado en el suelo con un banco directamente detrás de ti"",""Ten una barra cargada sobre tus piernas"",""Usar una barra gruesa o tener una almohadilla en la barra puede reducir enormemente la incomodidad causada por este ejercicio"",""Rueda la barra para que esté directamente sobre tus caderas, y apóyate contra el banco para que tus omóplatos estén cerca de la parte superior"",""Comienza el movimiento empujando a través de tus pies, extendiendo tus caderas verticalmente a través de la barra"",""Tu peso debe estar apoyado por tus omóplatos y tus pies""}"	15	40			2025-07-27 14:27:06.277631+00	2025-07-27 14:52:01.015933+00
52b65100-02a8-4fc1-8866-8d6c8cf43573	Hang Clean	Ejercicio de fortalecimiento muscular enfocado en cuádriceps.	strength	beginner	{Cuádriceps}	{Barra}	"{""Comienza con un agarre a la anchura de los hombros, doble por encima o de gancho, con la barra colgando en la posición de la mitad del muslo"",""Tu espalda debe estar recta e inclinada ligeramente hacia adelante"",""Comienza extendiéndote agresivamente a través de las caderas, rodillas y tobillos, impulsando el peso hacia arriba""}"	15	40			2025-07-27 14:28:41.186185+00	2025-07-27 14:52:48.693709+00
f862fea6-a58d-4b3a-9fb3-0b9bd8036509	Shoulder Press	Ejercicio de fortalecimiento muscular enfocado en deltoides.	strength	intermediate	{Deltoides}	{Mancuernas}	"{""Mientras sostienes una mancuerna en cada mano, siéntate en un banco de press militar o banco de utilidad que tenga soporte para la espalda"",""Una vez sentado, levanta las mancuernas a la altura de los hombros"",""Rota las muñecas hacia adelante para que las palmas de las manos miren hacia adelante"",""Esta será tu posición inicial"",""Ahora, exhala mientras empujas las mancuernas hacia arriba hasta que los brazos estén totalmente extendidos"",""Después de una breve pausa en la posición superior, baja lentamente los pesos de vuelta a la posición inicial mientras inhalas""}"	15	50			2025-07-27 14:29:21.97922+00	2025-07-27 14:54:24.367727+00
a4e6e3e6-7def-4bd5-b2c1-bbd30b643204	Press de Banca con Agarre Cerrado	Ejercicio de fortalecimiento muscular enfocado en pecho.	strength	intermediate	{Pecho}	{Barra}	"{""Acuéstate en un banco plano"",""Usando un agarre cerrado (alrededor del ancho de los hombros), levanta la barra del rack y sostenla recta sobre ti con los brazos bloqueados"",""Esta será tu posición inicial"",""Mientras inhalas, baja lentamente hasta que sientas la barra en tu pecho medio"",""Consejo: Asegúrate de que - a diferencia de un press de banca regular - mantengas los codos cerca del torso en todo momento para maximizar la participación del tríceps"",""Después de una pausa de un segundo, lleva la barra de vuelta a la posición inicial mientras exhalas y empuja la barra usando los músculos del tríceps""}"	15	50			2025-07-27 14:24:45.259305+00	2025-08-14 18:41:40.068264+00
b9e973df-3c10-4b3d-a290-ca8775666fab	Elevaciones Laterales	Ejercicio de fortalecimiento muscular enfocado en deltoides.	strength	beginner	{Deltoides}	{Mancuernas}	"{""Toma un par de mancuernas y ponte de pie con el torso recto y las mancuernas a los lados a la longitud de los brazos con las palmas de las manos mirando hacia ti"",""Esta será tu posición inicial"",""Mientras mantienes el torso en una posición estacionaria (sin balancearse), levanta las mancuernas a tu lado con una ligera flexión en el codo y las manos ligeramente inclinadas hacia adelante como si estuvieras vertiendo agua en un vaso""}"	15	40			2025-07-27 14:29:21.97922+00	2025-08-14 18:41:51.23004+00
bac7e6ef-8ed4-4ddb-988e-0757870ac3ce	Curl de Barra con Agarre Ancho	Ejercicio de fortalecimiento muscular enfocado en bíceps.	strength	beginner	{Bíceps}	{Barra}	"{""Ponte de pie con el torso erguido mientras sostienes una barra en el mango exterior ancho"",""Las palmas de tus manos deben estar mirando hacia adelante"",""Los codos deben estar cerca del torso"",""Esta será tu posición inicial"",""Mientras mantienes los brazos superiores inmóviles, flexiona los pesos hacia adelante mientras contraes los bíceps mientras exhalas"",""Consejo: Solo los antebrazos deben moverse""}"	15	40			2025-07-27 14:25:18.069451+00	2025-08-14 18:41:58.748638+00
18cb4dfa-3163-410b-b2c4-e4ba41d9a1a3	Press de Banca con Barra - Agarre Medio	Ejercicio de fortalecimiento muscular enfocado en pecho.	strength	intermediate	{Pecho}	{Barra}	"{""Acuéstate en un banco plano"",""Usando un agarre de ancho medio (un agarre que crea un ángulo de 90 grados en el medio del movimiento entre los antebrazos y los brazos superiores), levanta la barra del rack y sostenla recta sobre ti con los brazos bloqueados"",""Esta será tu posición inicial"",""Desde la posición inicial, inhala y comienza a bajar lentamente hasta que la barra toque tu pecho medio"",""Después de una breve pausa, empuja la barra de vuelta a la posición inicial mientras exhalas"",""Concéntrate en empujar la barra usando los músculos del pecho""}"	15	50			2025-07-27 14:24:45.259305+00	2025-08-14 18:43:34.41399+00
7d5b11b8-f94f-42b9-97a2-7f500436e97c	Barbell Deadlift	Ejercicio de fortalecimiento muscular enfocado en isquiotibiales.	strength	intermediate	{Isquiotibiales}	{Barra}	"{""Acércate a la barra para que esté centrada sobre tus pies"",""Tus pies deben estar aproximadamente a la anchura de las caderas"",""Inclínate hacia adelante para agarrar la barra a la altura de los hombros, permitiendo que tus omóplatos se proyecten hacia adelante"",""Típicamente, usarías un agarre por encima o un agarre mixto en series más pesadas"",""Con tus pies y agarre establecidos, toma una respiración profunda y luego baja tus caderas y flexiona las rodillas hasta que tus espinillas toquen la barra"",""Mira hacia adelante con tu cabeza, mantén el pecho erguido y la espalda arqueada, y comienza a empujar a través de los talones para mover el peso hacia arriba""}"	15	50			2025-07-27 14:27:47.259561+00	2025-07-27 14:46:36.178007+00
cf806383-058e-4c3d-87a1-7d12caef4437	Bent Over Barbell Row	Ejercicio de fortalecimiento muscular enfocado en dorsales.	strength	intermediate	{Dorsales}	{Barra}	"{""Sosteniendo una barra con un agarre pronado (palmas hacia abajo), dobla ligeramente las rodillas y lleva tu torso hacia adelante, doblándote en la cintura, mientras mantienes la espalda recta hasta que esté casi paralela al suelo"",""Consejo: Asegúrate de mantener la cabeza arriba"",""La barra debe colgar directamente frente a ti mientras tus brazos cuelgan perpendiculares al suelo y tu torso""}"	15	50			2025-07-27 14:28:41.186185+00	2025-07-27 14:46:46.383239+00
c923b070-9dee-402d-8b4c-3cd7d4aa9229	Jumping rope	Ejercicio de ejercicio cardiovascular enfocado en cuádriceps.	cardio	intermediate	{Cuádriceps}	"{""Peso corporal""}"	"{""Sostén un extremo de la cuerda en cada mano"",""Posiciona la cuerda detrás de ti en el suelo"",""Levanta los brazos y gira la cuerda sobre tu cabeza llevándola hacia abajo frente a ti"",""Cuando llegue al suelo, salta sobre ella"",""Encuentra un buen ritmo de giro que se pueda mantener"",""Se pueden usar diferentes velocidades y técnicas para introducir variación""}"	20	80			2025-07-27 14:27:06.277631+00	2025-07-27 14:47:22.100847+00
8da3c7ed-d079-4981-b792-a7de553fa977	Landmine twist	Ejercicio de fortalecimiento muscular enfocado en abdominales.	strength	intermediate	{Abdominales}	{Barra}	"{""Posiciona una barra en una mina terrestre o asegúrala firmemente en una esquina"",""Carga la barra con un peso apropiado"",""Levanta la barra del suelo, llevándola a la altura del hombro con ambos brazos extendidos"",""Adopta una postura amplia"",""Esta será tu posición inicial"",""Realiza el movimiento rotando el tronco y las caderas mientras balanceas el peso completamente hacia un lado"",""Mantén los brazos extendidos durante todo el ejercicio""}"	15	50			2025-07-27 14:27:47.259561+00	2025-07-27 14:53:03.708636+00
4dd2532d-7cd2-4022-b879-5aa909871913	Clean from Blocks	Ejercicio de fortalecimiento muscular enfocado en cuádriceps.	strength	beginner	{Cuádriceps}	{Barra}	"{""Con una barra en cajas o soportes de la altura deseada, toma un agarre por encima o de gancho justo fuera de las piernas"",""Baja las caderas con el peso enfocado en los talones, espalda recta, cabeza mirando hacia adelante, pecho arriba, con los hombros justo delante de la barra"",""Esta será tu posición inicial"",""Comienza el primer tirón empujando a través de los talones, extendiendo las rodillas""}"	15	40			2025-07-27 14:28:41.186185+00	2025-07-27 14:53:13.947759+00
dfc2a8b2-fe91-4d40-90cb-7f74fc2b2d17	Romanian Deadlift	Ejercicio de fortalecimiento muscular enfocado en glúteos.	strength	intermediate	{Glúteos}	{Barra}	"{""Sostén una barra a la altura de la cadera con un agarre pronado (palmas hacia abajo)"",""Tus hombros deben estar atrás, tu espalda arqueada, y las rodillas ligeramente dobladas"",""Esta será tu posición inicial"",""Baja la barra moviendo tu trasero hacia atrás tanto como puedas"",""Mantén la barra cerca de tu cuerpo, la cabeza mirando hacia adelante, y los hombros atrás""}"	15	50			2025-07-27 14:28:41.186185+00	2025-07-27 14:53:27.312249+00
2b573e23-1a69-4da5-a142-c3775b3f9525	Hip thrust	Ejercicio de fortalecimiento muscular enfocado en glúteos.	strength	intermediate	{Glúteos}	"{""Peso corporal""}"	"{""Comienza sentado en el suelo con un banco directamente detrás de ti"",""Ten las piernas extendidas frente a ti"",""Apóyate contra el banco para que tus omóplatos estén cerca de la parte superior"",""Comienza el movimiento empujando a través de tus pies, extendiendo tus caderas verticalmente"",""Tu peso debe estar apoyado por tus omóplatos y tus pies""}"	15	50			2025-07-27 14:28:41.186185+00	2025-07-27 14:53:36.100005+00
953fb612-a69d-4d41-937a-1f33841d357c	Power snatch	Ejercicio de fortalecimiento muscular enfocado en cuádriceps.	strength	advanced	{Cuádriceps}	{Barra}	"{""Coloca los pies en una postura a la anchura de los hombros con la barra descansando justo encima de la conexión entre los dedos de los pies y el resto del pie"",""Con un agarre con palmas hacia abajo, dobla las rodillas y manteniendo la espalda plana agarra la barra usando un agarre más ancho que la anchura de los hombros"",""Baja las caderas y asegúrate de que tu cuerpo se deje caer como si fueras a sentarte en una silla"",""Esta será tu posición inicial"",""Comienza el levantamiento impulsándote explosivamente a través de las caderas mientras saltas hacia arriba"",""Cuando la barra pase la altura de la cintura, tira agresivamente con los brazos y encoge los hombros""}"	15	65			2025-07-27 14:28:41.186185+00	2025-07-27 14:54:48.707417+00
5dcb4456-5f0e-4fd1-82c0-7ec2feddcfa6	Puente de Glúteo con Una Pierna	Ejercicio de fortalecimiento muscular enfocado en glúteos.	strength	beginner	{Glúteos}	"{""Peso corporal""}"	"{""Acuéstate en el suelo con los pies planos y las rodillas dobladas"",""Levanta una pierna del suelo, llevando la rodilla hacia tu pecho"",""Esta será tu posición inicial"",""Ejecuta el movimiento empujando a través del talón, extendiendo la cadera hacia arriba y levantando los glúteos del suelo"",""Extiende lo más posible, haz una pausa y luego regresa a la posición inicial""}"	15	40			2025-07-27 14:27:06.277631+00	2025-08-14 18:39:34.083426+00
57bdce13-8c9c-482e-a33c-fadc20eff671	Squats	Ejercicio de fortalecimiento muscular enfocado en cuádriceps.	strength	beginner	{Cuádriceps}	"{""Peso corporal""}"	"{""Ponte de pie con la cabeza mirando hacia adelante y el pecho levantado"",""Coloca los pies al ancho de los hombros o ligeramente más separados"",""Extiende las manos rectas frente a ti para ayudar a mantener el equilibrio"",""Siéntate hacia atrás y abajo como si te sentaras en una silla imaginaria"",""Mantén la cabeza mirando hacia adelante mientras tu torso se inclina un poco hacia adelante""}"	15	40			2025-07-27 14:29:21.97922+00	2025-07-27 14:40:39.153913+00
ffba72e1-8987-4c94-9c4c-6d0fe03fd14b	Lunges	Ejercicio de fortalecimiento muscular enfocado en cuádriceps.	strength	beginner	{Cuádriceps}	"{""Peso corporal""}"	"{""Ponte de pie con el torso erguido sosteniendo dos mancuernas en las manos a los lados"",""Esta será tu posición inicial"",""Da un paso hacia adelante con la pierna derecha aproximadamente 2 pies de distancia del pie que queda estacionario atrás y baja tu torso, manteniendo el torso erguido y el equilibrio"",""Inhala mientras bajas""}"	15	50			2025-07-27 14:29:21.97922+00	2025-07-27 14:40:39.153913+00
06078f1c-49dc-493d-8a33-4b737212682d	Crunches	Ejercicio de fortalecimiento muscular enfocado en abdominales.	strength	beginner	{Abdominales}	"{""Peso corporal""}"	"{""Acuéstate en el suelo con los pies planos en el suelo, o descansando en un banco con las rodillas dobladas en un ángulo de 90 grados"",""Coloca las manos ligeramente a cada lado de la cabeza manteniendo los codos hacia adentro"",""Empuja la parte baja de la espalda hacia el suelo para aislar los músculos abdominales"",""Comienza a enrollar los hombros desde el suelo""}"	15	40			2025-07-27 14:28:41.186185+00	2025-07-27 14:40:56.025642+00
e69446e7-4fe0-438b-82dd-9cb029efb217	Burpees	Ejercicio de entrenamiento funcional enfocado en abdominales.	functional	intermediate	{Abdominales}	"{""Peso corporal""}"	"{""Comienza de pie con las piernas separadas a la anchura de los hombros"",""Coloca las manos en el suelo y patea las piernas hacia atrás para que termines con el estómago y los muslos en el suelo"",""Tus codos deben estar doblados"",""Desde esta posición, empuja hacia arriba como lo harías para una flexión y empuja las caderas hacia arriba"",""Salta los pies de vuelta a la posición de sentadilla""}"	15	70			2025-07-27 14:29:21.97922+00	2025-07-27 14:53:49.1893+00
