id	name	description	intensity	estimated_duration_minutes	estimated_calories	goals	warm_up_notes	cool_down_notes	is_active	created_at	updated_at	routine_date	status	started_at	completed_at	actual_duration_minutes	completion_notes
b5499d5c-a07f-4678-b513-02bc23d84ae3	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Desafía tus límites y fortalece tus piernas con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para piernas.	Estira cuádriceps, glúteos e isquiotibiales durante 5-10 minutos.	t	2025-08-08 06:03:50.288525+00	2025-08-08 06:03:50.288525+00	2025-08-09	planned				
2628a1d6-9053-4b51-93b6-9351ba0f5ee4	Rutina de Pecho, Tríceps, Deltoides - Monday	Potencia tu fuerza y define tus músculos con esta rutina intensa.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en el torso superior.	Incluye estiramientos estáticos para pecho, tríceps y deltoides durante 5-10 minutos.	t	2025-08-10 06:02:59.451396+00	2025-08-10 06:02:59.451396+00	2025-08-11	planned				
c8c51f6a-073e-4265-b01b-9b7f27363524	Rutina de Dorsales y Bíceps - Tuesday	Entrena con fuerza y define tu espalda y bíceps.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para la espalda y brazos.	Estira suavemente los músculos trabajados, manteniendo cada estiramiento 15-30 segundos.	t	2025-08-11 06:03:36.517081+00	2025-08-11 06:03:36.517081+00	2025-08-12	planned				
11a71f25-3394-463c-a376-837955423b4f	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Potencia tus piernas y glúteos con esta rutina intensa y efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en cuádriceps, glúteos e isquiotibiales.	Estira cuádriceps, glúteos e isquiotibiales durante 5-10 minutos, manteniendo cada estiramiento por 30 segundos.	t	2025-08-12 06:03:09.629546+00	2025-08-12 06:03:09.629546+00	2025-08-13	planned				
cbd8b15a-b26c-4051-bc38-3aed624bd548	Rutina de Pecho, Deltoides, Tríceps - Thursday	¡Potencia tu fuerza y define tus músculos con esta rutina!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en el pecho y brazos.	Dedica 5-10 minutos a estiramientos estáticos para pecho, tríceps y deltoides.	t	2025-08-13 06:03:14.999999+00	2025-08-13 06:03:14.999999+00	2025-08-14	planned				
a8a025d1-1274-415a-b3f5-95b6d2956387	Rutina de Dorsales y Bíceps - Friday	Fortalece tu espalda y bíceps con esta rutina efectiva y equilibrada.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para la espalda y brazos.	Dedica 5-10 minutos a estiramientos estáticos para dorsales y bíceps, enfocándote en la respiración.	t	2025-08-14 06:03:12.077899+00	2025-08-14 06:03:12.077899+00	2025-08-15	planned				
8628402e-47e9-4189-ba2d-154c0a1d58bc	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Potencia tu fuerza y resistencia con esta rutina equilibrada y efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de marcha ligera o bicicleta estática, seguido de estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos, enfocados en cuádriceps, glúteos e isquiotibiales para mejorar la flexibilidad.	t	2025-08-15 06:03:07.392073+00	2025-08-15 06:03:07.392073+00	2025-08-16	planned				
59c88b60-70e7-49be-a9b2-9e5d7d3842e2	Rutina de Pecho, Tríceps, Deltoides - Monday	Desarrolla fuerza y define tu tronco con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero, seguido de estiramientos dinámicos para pecho, tríceps y deltoides.	Estira los músculos trabajados, manteniendo cada estiramiento por 30 segundos.	t	2025-08-17 06:02:51.788254+00	2025-08-17 06:02:51.788254+00	2025-08-18	planned				
e4cdff99-be4d-4d2b-9869-54c5d3cac839	Rutina de Prueba - Hoy	Rutina generada para probar el sistema	moderate	45	250				t	2025-08-17 14:21:38.229147+00	2025-08-17 14:21:38.229147+00	2025-08-17	planned				
28e2df4d-40e8-4f02-b70a-25b29dc43a56	Rutina de Dorsales y Bíceps - Tuesday	Fortalece tu espalda y bíceps con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para dorsales y bíceps.	Estira los músculos trabajados, enfocándote en dorsales y bíceps, manteniendo cada estiramiento por 20-30 segundos.	t	2025-08-18 06:03:17.532366+00	2025-08-18 06:03:17.532366+00	2025-08-19	planned				
1e6b9503-bb9b-4e8a-9149-37fcfab079c7	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Entrena con fuerza y energía para desarrollar tus músculos y mejorar tu rendimiento.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de movilidad articular y 5 minutos de saltos suaves para activar los músculos.	Estira los cuádriceps, glúteos e isquiotibiales durante 10 minutos después del entrenamiento.	t	2025-08-19 06:03:09.708267+00	2025-08-19 06:03:09.708267+00	2025-08-20	planned				
3a0dc41c-d929-4923-9c46-8dca7de2ded3	Rutina de Pecho, Deltoides, Tríceps - Thursday	Potencia tu fuerza y define tus músculos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de movilidad articular centrada en hombros y codos.	Estiramientos estáticos para pecho, deltoides y tríceps durante 5-10 minutos.	t	2025-08-20 06:03:19.797502+00	2025-08-20 06:03:19.797502+00	2025-08-21	planned				
b5ecd193-119b-4b96-9560-1f258425a12b	Rutina de Dorsales y Bíceps - Friday	Entrena tus dorsales y bíceps para ganar fuerza y definición.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para brazos y espalda.	Dedica 5-10 minutos a estiramientos estáticos de bíceps y dorsales.	t	2025-08-21 06:03:07.524809+00	2025-08-21 06:03:07.524809+00	2025-08-22	planned				
bcb39b0f-40a7-407e-a851-c34e9b10ddc9	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	¡Desata tu fuerza con esta intensa rutina y transforma tus piernas!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en cuádriceps, glúteos e isquiotibiales.	Incluye estiramientos estáticos de cuádriceps, glúteos e isquiotibiales durante 5-10 minutos.	t	2025-08-22 06:03:05.277343+00	2025-08-22 06:03:05.277343+00	2025-08-23	planned				
fe62e875-7a22-491b-a6f8-226db45220dc	Rutina de Pecho, Tríceps, Deltoides - Monday	¡Entrena duro y construye fuerza con esta rutina enfocada y efectiva!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de calentamiento cardiovascular seguido de movimientos dinámicos para hombros y brazos.	Estira los músculos trabajados, enfócate en pecho, tríceps y deltoides, manteniendo cada estiramiento 20-30 segundos.	t	2025-08-24 06:02:55.616673+00	2025-08-24 06:02:55.616673+00	2025-08-25	planned				
18113716-f628-4dbe-87ec-05d8bcefa522	Rutina de Dorsales y Bíceps - Tuesday	¡Desarrolla fuerza y volumen en tu espalda y brazos con esta rutina efectiva!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para la parte superior del cuerpo.	Estiramientos estáticos para dorsales y bíceps durante 5-10 minutos para mejorar la flexibilidad.	t	2025-08-25 06:03:22.448793+00	2025-08-25 06:03:22.448793+00	2025-08-26	planned				
99273339-b93e-4440-a09d-66f437adb5af	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Una rutina poderosa para fortalecer y tonificar tus piernas.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Finaliza con estiramientos estáticos, enfocándote en cuádriceps, glúteos e isquiotibiales durante 5-10 minutos.	t	2025-08-26 06:03:11.319474+00	2025-08-26 06:03:11.319474+00	2025-08-27	planned				
bfe6b176-60a3-42ca-a3b7-7e034239a4e5	Rutina de Pecho, Deltoides, Tríceps - Thursday	Fortalece tu parte superior con esta intensa rutina de fuerza.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en los músculos a trabajar.	Estiramientos estáticos para pecho, deltoides y tríceps durante 5-10 minutos.	t	2025-08-27 06:03:23.964723+00	2025-08-27 06:03:23.964723+00	2025-08-28	planned				
5d2fe84c-32b5-4505-aa71-87be595f5ef9	Rutina de Dorsales y Bíceps - Friday	Potencia tu fuerza y crecimiento muscular con esta efectiva rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para dorsales y bíceps.	Estira suavemente los dorsales y bíceps, manteniendo cada estiramiento por 15-30 segundos.	t	2025-08-28 06:03:31.029193+00	2025-08-28 06:03:31.029193+00	2025-08-29	planned				
f7827a24-d916-47ce-9637-638dab899d68	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	¡Desafía tus límites y construye fuerza con esta rutina poderosa!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de actividad cardiovascular ligera, seguido de estiramientos dinámicos específicos para cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos, enfocándote en los músculos trabajados: cuádriceps, glúteos e isquiotibiales.	t	2025-08-29 06:03:31.155576+00	2025-08-29 06:03:31.155576+00	2025-08-30	planned				
fef28953-fcb0-4411-aa17-266582d5494c	Rutina de Pecho, Tríceps, Deltoides - Monday	Desafía tus límites y construye fuerza con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en el torso y brazos.	Realiza estiramientos estáticos para pecho, tríceps y deltoides durante al menos 10 minutos.	t	2025-08-31 06:03:13.0998+00	2025-08-31 06:03:13.0998+00	2025-09-01	planned				
399d9617-8895-4993-a914-aaa76d62ccd7	Rutina de Dorsales y Bíceps - Tuesday	Potencia tu espalda y brazos con esta rutina equilibrada y efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para dorsales y bíceps.	Estira los músculos trabajados: dorsales y bíceps, manteniendo cada estiramiento por 15-30 segundos.	t	2025-09-01 06:03:34.687382+00	2025-09-01 06:03:34.687382+00	2025-09-02	planned				
1f76a4b9-bd6a-40a8-b5d3-83272192de6c	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	¡Fortalece tus piernas y glúteos con esta rutina intensa!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio suave y estiramientos dinámicos enfocados en las piernas.	Dedica 5-10 minutos a estiramientos estáticos para cuádriceps, isquiotibiales y glúteos.	t	2025-09-02 06:03:32.929698+00	2025-09-02 06:03:32.929698+00	2025-09-03	planned				
17a33d70-1f74-45d5-ae24-cae900d7ae83	Rutina de Pecho, Deltoides, Tríceps - Thursday	Desata tu fuerza y construye músculo con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos de pecho, deltoides y tríceps.	Finaliza con estiramientos estáticos de los músculos trabajados y respiraciones profundas.	t	2025-09-03 06:03:28.012603+00	2025-09-03 06:03:28.012603+00	2025-09-04	planned				
304753c4-dfb6-4a8c-a5b1-b437a717e57c	Rutina de Dorsales y Bíceps - Friday	Entrena tu fuerza y define tus músculos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de ejercicios cardiovasculares suaves y estiramientos dinámicos para preparar los músculos.	Dedica 5-10 minutos a estiramientos estáticos para dorsales y bíceps, manteniendo cada estiramiento 20-30 segundos.	t	2025-09-04 06:03:29.712834+00	2025-09-04 06:03:29.712834+00	2025-09-05	planned				
3721f72a-be6f-4b02-8300-5988aeea5d70	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Potencia tus piernas y glúteos con esta rutina desafiante.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos centrados en las piernas y glúteos.	t	2025-09-05 06:03:28.270112+00	2025-09-05 06:03:28.270112+00	2025-09-06	planned				
3b5bdace-f7ba-4924-9140-10a254c31fcb	Rutina de Pecho, Tríceps, Deltoides - Monday	Desata tu fuerza y construye músculo en esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para los músculos involucrados.	Estira los músculos trabajados, enfocándote en pecho, tríceps y deltoides durante 5-10 minutos.	t	2025-09-07 06:02:38.37278+00	2025-09-07 06:02:38.37278+00	2025-09-08	planned				
1f58672a-0e46-4f88-b289-f5cbcccaa66c	Rutina de Dorsales y Bíceps - Tuesday	Potencia tu fuerza y define tus músculos en esta rutina desafiante.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio suave seguido de estiramientos dinámicos para dorsales y bíceps.	Dedica 5-10 minutos a estiramientos estáticos enfocados en dorsales y bíceps.	t	2025-09-08 06:03:45.422707+00	2025-09-08 06:03:45.422707+00	2025-09-09	planned				
5a059ba6-6dc7-432a-a581-abfb72c6285a	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	¡Fortalece tus piernas y glúteos con esta rutina efectiva!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos de cuádriceps, glúteos e isquiotibiales.	Realiza estiramientos estáticos de 5-10 minutos enfocándote en cuádriceps, glúteos e isquiotibiales.	t	2025-09-09 06:03:17.545759+00	2025-09-09 06:03:17.545759+00	2025-09-10	planned				
09c744a0-84f6-47cc-8b21-ba8dfc641cdd	Rutina de Pecho, Deltoides, Tríceps - Thursday	Potencia tu fuerza y define tus músculos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y movilidad articular enfocada en los hombros y brazos.	Estiramientos para pecho, tríceps y deltoides, manteniendo cada posición por 20-30 segundos.	t	2025-09-10 06:03:14.398987+00	2025-09-10 06:03:14.398987+00	2025-09-11	planned				
473662ee-11d0-4888-9dcd-c4a3adbebd36	Rutina de Dorsales y Bíceps - Friday	Fortalece tu espalda y brazos mientras construyes músculo y poder.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y estiramientos dinámicos para brazos y espalda.	Dedica 5-10 minutos a estiramientos estáticos enfocados en dorsales y bíceps.	t	2025-09-11 06:03:14.530992+00	2025-09-11 06:03:14.530992+00	2025-09-12	planned				
3cf74bf6-936c-40e2-85f0-ab14f36cc51b	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Potencia tus piernas y glúteos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos de cuádriceps, glúteos e isquiotibiales para facilitar la recuperación.	t	2025-09-12 06:03:24.907789+00	2025-09-12 06:03:24.907789+00	2025-09-13	planned				
9c9c3f56-5a9f-49a3-a93e-5faa105aef99	Rutina de Pecho, Tríceps, Deltoides - Monday	Fuerza y definición para un torso impresionante en solo una sesión.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos para el torso.	Finaliza con 5-10 minutos de estiramientos estáticos enfocados en pecho, tríceps y deltoides.	t	2025-09-14 06:02:54.126351+00	2025-09-14 06:02:54.126351+00	2025-09-15	planned				
07167ef4-fca9-401e-ac47-8a8c80520594	Rutina de Dorsales y Bíceps - Tuesday	Potencia tu fuerza y forma con esta rutina enfocada en dorsales y bíceps.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de remo suave seguido de estiramientos dinámicos para brazos y espalda.	Estira los brazos y la espalda con ejercicios de elongación durante 5-10 minutos.	t	2025-09-15 06:03:17.450813+00	2025-09-15 06:03:17.450813+00	2025-09-16	planned				
e50445be-2b99-4f76-bc65-047f0c0d4815	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Entrena tus piernas y glúteos para ganar fuerza y tonificar.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de trote suave, seguido de estiramientos dinámicos enfocados en piernas.	Estira cuádriceps, isquiotibiales y glúteos durante 5-10 minutos para mejorar la flexibilidad y recuperación.	t	2025-09-16 06:03:17.489026+00	2025-09-16 06:03:17.489026+00	2025-09-17	planned				
641eb78d-e21c-4985-8cbc-f86e0dc5bdde	Rutina de Pecho, Deltoides, Tríceps - Thursday	Potencia tu fuerza y define tus músculos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para el pecho, deltoides y tríceps.	Dedica 5-10 minutos a estiramientos estáticos enfocados en el pecho, deltoides y tríceps.	t	2025-09-17 06:03:14.047728+00	2025-09-17 06:03:14.047728+00	2025-09-18	planned				
b04c9acf-ce7e-4372-b6e6-b6a7bbf91fc9	Rutina de Dorsales y Bíceps - Friday	Fortalece tu espalda y brazos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en la parte superior del cuerpo.	Dedica 5-10 minutos a estiramientos estáticos, enfocándote en dorsales y bíceps.	t	2025-09-18 06:03:13.932378+00	2025-09-18 06:03:13.932378+00	2025-09-19	planned				
64a7b32b-96e5-4413-8ec0-a1cfb15bd17e	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Entrena para ganar fuerza y tonificar tus piernas de manera efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en las piernas.	Realiza estiramientos estáticos de cuádriceps, glúteos e isquiotibiales durante 5-10 minutos.	t	2025-09-19 06:03:13.255592+00	2025-09-19 06:03:13.255592+00	2025-09-20	planned				
54809c82-e841-4ceb-b5d6-a893d971b728	Rutina de Pecho, Tríceps, Deltoides - Monday	Fortalece tu torso y mejora tu rendimiento con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y estiramientos dinámicos enfocados en el torso.	Estira los músculos trabajados con estiramientos estáticos, manteniendo cada posición 15-30 segundos.	t	2025-09-21 06:03:05.481902+00	2025-09-21 06:03:05.481902+00	2025-09-22	planned				
212d37ac-5453-40a8-a9a8-482fcd0decfa	Rutina de Dorsales y Bíceps - Tuesday	Potencia tu fuerza y define tus músculos con esta rutina efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de remo ligero y estiramientos de brazos y espalda.	Estira los dorsales y bíceps, manteniendo cada estiramiento 20-30 segundos.	t	2025-09-22 06:03:20.890678+00	2025-09-22 06:03:20.890678+00	2025-09-23	planned				
298494f1-57d8-4b63-865d-1a1af3b61889	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Fortalece tus piernas y glúteos con esta potente rutina de fuerza.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio suave y estiramientos dinámicos para activar cuádriceps, glúteos e isquiotibiales.	Estiramientos estáticos de cuádriceps, glúteos e isquiotibiales durante 5-10 minutos.	t	2025-09-23 06:03:17.886907+00	2025-09-23 06:03:17.886907+00	2025-09-24	planned				
98fab5d7-4da5-4f7c-96e4-6b16dd0d2e16	Rutina de Pecho, Deltoides, Tríceps - Thursday	Desata tu fuerza y construye músculos en esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en pecho, deltoides y tríceps.	Dedica 5-10 minutos a estiramientos estáticos de pecho, deltoides y tríceps para favorecer la recuperación.	t	2025-09-24 06:04:11.122067+00	2025-09-24 06:04:11.122067+00	2025-09-25	planned				
6591fd8f-796f-41e1-ada6-f98bd0e74556	Rutina de Dorsales y Bíceps - Friday	Fortalece tu espalda y bíceps, ¡consigue un físico impresionante!	moderate	60	450	{strength,muscle_building}	5-10 minutos de saltos suaves y estiramientos dinámicos de brazos y espalda.	Estiramientos estáticos de bíceps y dorsales, manteniendo cada estiramiento 20-30 segundos.	t	2025-09-25 06:04:00.312606+00	2025-09-25 06:04:00.312606+00	2025-09-26	planned				
3be4fb2f-8735-4312-88a2-f8461e4fa434	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Potencia tu fuerza y tonifica con esta rutina enfocada en piernas y glúteos.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos, enfocados en cuádriceps, glúteos e isquiotibiales.	t	2025-09-26 06:03:11.352664+00	2025-09-26 06:03:11.352664+00	2025-09-27	planned				
42bac032-a24f-4472-b464-1ac115dd1e2c	Rutina de Pecho, Tríceps, Deltoides - Monday	¡Fortalece tu parte superior con esta rutina intensa y efectiva!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y movilidad articular enfocada en hombros y brazos.	Estiramientos para pecho, tríceps y deltoides, manteniendo cada estiramiento 20-30 segundos.	t	2025-09-28 06:02:53.394259+00	2025-09-28 06:02:53.394259+00	2025-09-29	planned				
71468a89-f2b2-424c-b381-9ad4b103545a	Rutina de Dorsales y Bíceps - Tuesday	Fortalece tu espalda y bíceps con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en brazos y espalda.	Dedica 5-10 minutos a estiramientos estáticos de dorsales y bíceps.	t	2025-09-29 06:03:22.262033+00	2025-09-29 06:03:22.262033+00	2025-09-30	planned				
68fcd255-3c67-41c4-9b56-e018455b2a13	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Entrena fuerza con esta rutina enfocada en tus piernas y glúteos.	moderate	60	450	{strength,muscle_building}	5-10 minutos de movilidad articular y ejercicios ligeros como sentadillas y lunges.	Estiramientos de cuádriceps, isquiotibiales y glúteos durante 5-10 minutos.	t	2025-09-30 06:03:23.287809+00	2025-09-30 06:03:23.287809+00	2025-10-01	planned				
